제목,지역,분류,조회수,평점,북마크,url,주소
무공돈까스 강남점,신논현/영동시장,경양식/돈가스,31371,평가중,1,https://www.siksinhot.com/P/1260030, 서울특별시 강남구 강남대로110길 13
강가 영등포타임스퀘어점,영등포-타임스퀘어,인도,2205,평가중,,https://www.siksinhot.com/P/1258886, 서울특별시 영등포구 영중로 15 
스폰티니 강남점,강남역,피자,64856,평가중,6,https://www.siksinhot.com/P/1245853, 서울특별시 강남구 강남대로 442 흥국화재빌딩 
진아구,목동,해물탕/해물요리,2004,평가중,,https://www.siksinhot.com/P/1235750, 서울특별시 양천구 신정중앙로 85
육다시구,논현/학동,와인,523,평가중,,https://www.siksinhot.com/P/1231453, 서울특별시 강남구 논현로149길 40
강남어시장,신논현/영동시장,회/횟집/참치,43991,평가중,1,https://www.siksinhot.com/P/1231480, 서울특별시 강남구 강남대로 512 
문래방구,문래-문화예술촌,카페/커피숍,788,평가중,,https://www.siksinhot.com/P/1216461, 서울특별시 영등포구 경인로 763
알라보 강남점,역삼역,아시아기타,3671,평가중,,https://www.siksinhot.com/P/1215422, 서울특별시 강남구 테헤란로 129 
일편등심 강남점,강남역,소구이/불고기,815,평가중,,https://www.siksinhot.com/P/1215581, 서울특별시 강남구 테헤란로1길 20 지하 1층 일편등심 강남점
수수커피 강남N타워점,역삼역,카페/커피숍,2018,평가중,,https://www.siksinhot.com/P/1195111, 서울특별시 강남구 테헤란로 129 
헤비스테이크 강남역점,강남역,스테이크,3381,평가중,,https://www.siksinhot.com/P/1195387, 서울특별시 강남구 테헤란로4길 32 
에그셀런트 강남역점,강남역,아시아기타,1249,평가중,,https://www.siksinhot.com/P/1179918, 서울특별시 강남구 테헤란로4길 6
랑데자뷰 강남점,강남역,카페/커피숍,2414,평가중,,https://www.siksinhot.com/P/1173634, 서울특별시 강남구 봉은사로6길 39 
평화다방 K Square 강남점,강남역,카페/커피숍,1290,평가중,,https://www.siksinhot.com/P/1171166, 서울특별시 강남구 강남대로94길 10 
산방돼지 강남점 ,역삼역,돼지구이,972,평가중,,https://www.siksinhot.com/P/1163659, 서울특별시 강남구 테헤란로 129 강남N타워 
까치양조장 강남점,신논현/영동시장,와인,1266,평가중,,https://www.siksinhot.com/P/1156024, 서울 강남구 봉은사로4길 23
신룽푸마라탕 강남점,강남역,훠궈/마라탕,1436,평가중,,https://www.siksinhot.com/P/1144976, 서울특별시 강남구 강남대로 438
무한숯불양꼬치 강남본점,강남역,훠궈/마라탕,21981,평가중,1,https://www.siksinhot.com/P/1137149, 서울특별시 강남구 봉은사로2길 37 
스시류 블랙 강남N타워점,역삼역,일식,2263,평가중,,https://www.siksinhot.com/P/1130704, 서울 강남구 테헤란로 129
아트몬스터 강남역점,강남역,맥주/호프,32602,평가중,2,https://www.siksinhot.com/P/1130412, 서울특별시 강남구 테헤란로1길 28-3
중경마라탕 강남역점,강남역,중식,1650,평가중,,https://www.siksinhot.com/P/1128432, 서울특별시 강남구 테헤란로1길 44 
365활새우 창우수산 강남본점,논현/학동,씨푸드,4252,평가중,,https://www.siksinhot.com/P/1109648, 서울특별시 강남구 학동로 338 강남파라곤 
정돈 강남점,신논현/영동시장,경양식/돈가스,48945,평가중,5,https://www.siksinhot.com/P/1106993, 서울 강남구 강남대로110길 26
키사라 신세계강남점,반포/잠원,일식,2238,평가중,,https://www.siksinhot.com/P/1098235, 서울특별시 서초구 신반포로 176 신세계백화점 강남점 전문식당가 11층
완백부대찌개 강남더인피닛스퀘어점,신논현/영동시장,부대찌개,1690,평가중,,https://www.siksinhot.com/P/1087439, 서울 서초구 사평대로58길 6
홍수계찜닭 강남더인피닛스퀘어점,신논현/영동시장,닭볶음탕/닭갈비/닭발,1547,평가중,,https://www.siksinhot.com/P/1083468, 서울 서초구 사평대로58길 6
만뽀스키야키 강남더인피닛스퀘어점,신논현/영동시장,일식,2961,평가중,,https://www.siksinhot.com/P/1083775, 서울특별시 서초구 사평대로58길 6
르사이공 강남더인피닛스퀘어점,신논현/영동시장,인도네시아,1376,평가중,,https://www.siksinhot.com/P/1084665, 서울 서초구 사평대로58길 6
남구로시장,구로/대림/가산/금천구,한식기타,3668,평가중,,https://www.siksinhot.com/P/1078341, 서울특별시 구로구 구로동로26길 54 구로구시설관리공단 
아티제 강남점,신논현/영동시장,카페/커피숍,1499,평가중,,https://www.siksinhot.com/P/1078273, 서울 서초구 서초대로77길 62
빌즈 강남,역삼역,비건/샐러드,3901,평가중,,https://www.siksinhot.com/P/1071616, 서울 강남구 테헤란로 142
마이디 강남,신논현/영동시장,아시아기타,959,평가중,,https://www.siksinhot.com/P/1068599, 서울특별시 서초구 서초대로77길 62 강남역 IPARK G층 106호
역전우동0410 강남터미널점,반포/잠원,우동/소바,5136,평가중,,https://www.siksinhot.com/P/1061094, 서울 서초구 신반포로 194
송추가마골 인어반 강남점,역삼역,돼지구이,63701,평가중,1,https://www.siksinhot.com/P/1051848, 서울 강남구 테헤란로 134
낙원타코 강남역점,강남역,남미/브라질,32772,평가중,2,https://www.siksinhot.com/P/1037586, 서울특별시 서초구 서초대로73길 9 
우탭 강남점,강남역,소구이/불고기,1039,평가중,,https://www.siksinhot.com/P/1001382, 서울특별시 서초구 서초대로78길 22 홍우빌딩 B1
스시메이진 강남점,강남역,초밥,4415,평가중,,https://www.siksinhot.com/P/1018376, 서울특별시 강남구 강남대로 432 점프밀라노 
스시사구,사당/이수,일식,1561,평가중,,https://www.siksinhot.com/P/999307, 서울특별시 동작구 사당로 279
이자카야나무 강남역3호점,강남역,이자까야,4386,평가중,,https://www.siksinhot.com/P/999168, 서울 서초구 서초대로75길 23
어게인리프레쉬 강남점,강남역,아시아기타,1352,평가중,,https://www.siksinhot.com/P/993642, 서울특별시 강남구 봉은사로4길 36 운현빌딩 
구월당 강남역,강남역,맥주/호프,1012,평가중,,https://www.siksinhot.com/P/976941, 서울특별시 강남구 강남대로106길 14 
강름엄지네꼬막집,강서/화곡/발산/등촌,씨푸드,49912,평가중,2,https://www.siksinhot.com/P/977643, 서울특별시 강서구 공항대로 291
낙원타코 강남CGV점,강남역,남미/브라질,76190,평가중,0,https://www.siksinhot.com/P/872973, 서울특별시 강남구 봉은사로4길 33 
강씨네 소곱창구이,김포공항/방화/마곡지구,곱창/대창,1755,평가중,,https://www.siksinhot.com/P/861962, 서울특별시 강서구 방화대로47가길 41
생생아구,잠실새내/신천,해물탕/해물요리,44381,평가중,1,https://www.siksinhot.com/P/862242, 서울특별시 송파구 백제고분로7길 8-37
강남불백,강남역,소구이/불고기,35851,평가중,1,https://www.siksinhot.com/P/796574, 서울 강남구 강남대로78길 27
강경순계절맛집,당산역,해물탕/해물요리,56011,평가중,1,https://www.siksinhot.com/P/799934, 서울특별시 영등포구 당산로 214
강동짬뽕,천호/강동/둔촌,중식,1979,평가중,,https://www.siksinhot.com/P/803769, 서울특별시 강동구 천중로40길 78 
강서손칼국수,강서/화곡/발산/등촌,칼국수/국수,21731,평가중,1,https://www.siksinhot.com/P/809425, 서울 강서구 양천로 661
제레미20 강남역점,강남역,중식,1607,평가중,,https://www.siksinhot.com/P/810132, 서울특별시 강남구 테헤란로4길 6 
군산복아구,송파-카페거리,해물탕/해물요리,3070,평가중,,https://www.siksinhot.com/P/641474, 서울 송파구 송파대로49길 33
스노우폭스 강남센트럴점,강남역,도시락/컵밥,1752,평가중,,https://www.siksinhot.com/P/775652, 서울특별시 강남구 테헤란로4길 6
강서풍천민물장어,김포공항/방화/마곡지구,장어/꼼장어,39602,평가중,2,https://www.siksinhot.com/P/776346, 서울특별시 강서구 양천로18길 9
강호한방삼계탕,개포/수서,삼계탕/백숙/찜닭,3131,평가중,,https://www.siksinhot.com/P/782927, 서울특별시 강남구 광평로 280
미도인 강남,강남역,유러피안,57401,평가중,1,https://www.siksinhot.com/P/753532, 서울특별시 강남구 강남대로102길 16 
강촌민물매운탕,보라매/신대방,해물탕/해물요리,3369,평가중,,https://www.siksinhot.com/P/695263, 서울특별시 동작구 여의대방로 126
초원복아구,문정/가락/거여,해물탕/해물요리,1824,평가중,,https://www.siksinhot.com/P/726724, 서울특별시 송파구 마천로51길 28
나래해물아구,구로/대림/가산/금천구,한정식,1601,평가중,,https://www.siksinhot.com/P/723650, 서울특별시 금천구 남부순환로 1372
마천아구,문정/가락/거여,씨푸드,2049,평가중,,https://www.siksinhot.com/P/517960, 서울특별시 송파구 양산로8길 11-7 
강동참치,천호/강동/둔촌,일식,2468,평가중,,https://www.siksinhot.com/P/486687, 서울 강동구 양재대로 1442
더 키친 일뽀르노 신세계백화점 강남점,반포/잠원,이탈리안,7938,평가중,,https://www.siksinhot.com/P/480860, 서울특별시 서초구 신반포로 176 신세계백화점 강남점 신관 11층
딸부자네불백 강남역점,강남역,한정식,2036,평가중,,https://www.siksinhot.com/P/446813, 서울 강남구 봉은사로6길 38
참이맛감자탕 강남점,신논현/영동시장,감자탕,581,평가중,,https://www.siksinhot.com/P/444784, 서울특별시 서초구 사평대로56길 10
투뿔등심 강남점,강남역,소구이/불고기,674,평가중,,https://www.siksinhot.com/P/448667, 서울 강남구 테헤란로4길 6
강남한우정육식당,양재/도곡,한정식,3868,평가중,,https://www.siksinhot.com/P/439358, 서울특별시 서초구 강남대로6길 5
강동해물찜해천탕,천호/강동/둔촌,해물탕/해물요리,35360,평가중,0,https://www.siksinhot.com/P/440441, 서울특별시 강동구 양재대로 1416
무화잠 강남점,강남역,씨푸드,30801,평가중,1,https://www.siksinhot.com/P/403146, 서울 강남구 강남대로 338
강천민물장어,암사/고덕/명일,장어/꼼장어,1696,평가중,,https://www.siksinhot.com/P/403331, 서울 강동구 고덕로 52
강강술래 시흥점,구로/대림/가산/금천구,돼지갈비,5612,평가중,,https://www.siksinhot.com/P/387741, 서울특별시 금천구 시흥대로 193
정이가네아구,개봉/오류/고척,해물탕/해물요리,1947,평가중,,https://www.siksinhot.com/P/388414, 서울특별시 구로구 개봉로3길 69
강동일식,암사/고덕/명일,일식,5443,평가중,,https://www.siksinhot.com/P/388938, 서울특별시 강동구 동남로73길 17 우진빌딩 
강남쪽갈비,논현/학동,돼지갈비,101036,평가중,6,https://www.siksinhot.com/P/373282, 서울 강남구 선릉로131길 24
도봉산양고기,도봉/수락,한식기타,131342,평가중,2,https://www.siksinhot.com/P/594172, 서울특별시 도봉구 도봉로191길 99-6
옛골토성 도봉산점,도봉/수락,오리고기,931611,3.0,11,https://www.siksinhot.com/P/320051,옛골토성 도봉산점 
도봉산박대감,도봉/수락,소구이/불고기,6001,3.0,,https://www.siksinhot.com/P/320053, 서울특별시 도봉구 도봉로 919 
자연식빵 도봉역점,도봉/수락,베이커리/제과점,2025,평가중,,https://www.siksinhot.com/P/997413, 서울 도봉구 도봉로 819
히비끼 도봉,도봉/수락,초밥,45031,평가중,1,https://www.siksinhot.com/P/997231, 서울 도봉구 마들로 664-5
몽실이비어 도봉점,도봉/수락,맥주/호프,1041,평가중,,https://www.siksinhot.com/P/764773, 서울특별시 도봉구 마들로 724 도봉한양수자인 
도토리마을,도봉/수락,한정식,2836,평가중,,https://www.siksinhot.com/P/512279, 서울 도봉구 도봉산길 19
도봉산두부,도봉/수락,두부/순두부,5804,평가중,,https://www.siksinhot.com/P/563615, 서울특별시 도봉구 도봉산길 73 
일미락,목동,돼지구이,1531140,4.1,40,https://www.siksinhot.com/P/359067, 서울특별시 양천구 목동동로 226-16
오목집 목동본점,목동,족발/보쌈,2283848,4.3,48,https://www.siksinhot.com/P/284258, 서울특별시 양천구 목동서로 155
임진강민물장어,강서/화곡/발산/등촌,장어/꼼장어,2339941,4.3,41,https://www.siksinhot.com/P/254420, 서울특별시 강서구 양천로 723
원조나주곰탕,김포공항/방화/마곡지구,설렁탕/곰탕/갈비탕,1557120,4.1,20,https://www.siksinhot.com/P/349614, 서울특별시 강서구 양천로14길 10
개성집,목동,칼국수/국수,32239108,4.1,108,https://www.siksinhot.com/P/251783, 서울특별시 양천구 목동중앙서로 48
살구나무집 칼국수,목동,칼국수/국수,1494812,4.0,12,https://www.siksinhot.com/P/372794, 서울특별시 양천구 중앙로32길 35
목동해물,목동,회/횟집/참치,1252915,3.9,15,https://www.siksinhot.com/P/377302, 서울특별시 양천구 목동동로 226-14 
스시다마,목동,일식,1134817,3.8,17,https://www.siksinhot.com/P/372735, 서울특별시 양천구 오목로 313-8
옛날빈대떡,목동,전/빈대떡,2201494,3.8,94,https://www.siksinhot.com/P/250524, 서울특별시 양천구 공항대로 636 홍조빌딩 
평미가,목동,냉면/막국수,1337561,3.6,61,https://www.siksinhot.com/P/314376, 서울특별시 양천구 목동동로10길 16
안동돼지갈비,목동,돼지갈비,1247310,평가중,10,https://www.siksinhot.com/P/427958, 서울특별시 양천구 목동중앙북로7가길 43
갓포 쿠마카세,목동,이자까야,4761,평가중,,https://www.siksinhot.com/P/451242, 서울 양천구 목동동로 228-12
고씨네 염창역본점,목동,우동/소바,1589355,4.0,55,https://www.siksinhot.com/P/322420, 서울특별시 양천구 목동중앙북로 86
이가 바지락 손칼국수,강서/화곡/발산/등촌,칼국수/국수,1170633,3.9,33,https://www.siksinhot.com/P/254470, 서울특별시 강서구 양천로 460
가정경양,목동,경양식/돈가스,79378,3.8,8,https://www.siksinhot.com/P/481085, 서울특별시 양천구 목동동로 437
엉털네꼼장어,목동,장어/꼼장어,63047,3.8,7,https://www.siksinhot.com/P/371383, 서울특별시 양천구 등촌로 36
대합탕 수제비 포장마차,목동,칼국수/국수,2185150,3.6,50,https://www.siksinhot.com/P/251813, 서울특별시 양천구 목동동로 350
스시히타,목동,일식,496,평가중,,https://www.siksinhot.com/P/1521225, 서울특별시 양천구 목동로21길 30 1층
